event_id,geom_strike_err,geom_dip_err,geom_rake_err,source_strike_err,source_dip_err,source_rake_err,delta_strike_geom_minus_source,delta_dip_geom_minus_source,delta_rake_geom_minus_source,delta_sum_geom_minus_source
ev_001275,3.6366982460021973,5.3931660652160645,29.449647903442383,4.1407880783081055,4.870678424835205,14.4496488571167,-0.5040898323059082,0.5224876403808594,14.999999046325684,15.018394470214844
ev_001276,9.532330513000488,6.404726028442383,0.6699045896530151,9.532330513000488,6.404726028442383,0.6699045896530151,0.0,0.0,0.0,0.0
ev_001277,0.19998276233673096,4.020582675933838,4.35379695892334,0.19998276233673096,4.020582675933838,4.35379695892334,0.0,0.0,0.0,0.0
ev_001278,4.0651326179504395,1.5451000928878784,22.09711265563965,4.0651326179504395,3.4526138305664062,10.042880058288574,0.0,-1.9075137376785278,12.054232597351074,10.146718978881836
ev_001279,6.4848103523254395,2.1423158645629883,63.20338439941406,6.4848103523254395,2.1423158645629883,63.20338439941406,0.0,0.0,0.0,0.0
ev_001280,2.8074326515197754,5.929725646972656,11.876875877380371,2.303342819213867,6.452213287353516,3.123124361038208,0.5040898323059082,-0.5224876403808594,8.753751754760742,8.735352516174316
ev_001281,3.057420253753662,8.599078178405762,13.596528053283691,3.072324275970459,5.111529350280762,19.030101776123047,-0.014904022216796875,3.487548828125,-5.4335737228393555,-1.9609298706054688
ev_001282,6.7835893630981445,6.237402439117432,0.8886006474494934,1.3235838413238525,0.720335066318512,0.8886006474494934,5.460005760192871,5.5170674324035645,0.0,10.977073669433594
ev_001283,34.62636947631836,6.133275032043457,16.370346069335938,34.62636947631836,6.133275032043457,16.370346069335938,0.0,0.0,0.0,0.0
ev_001284,6.514610767364502,2.504917860031128,3.640315055847168,6.514610767364502,2.504917860031128,3.640315055847168,0.0,0.0,0.0,0.0
ev_001285,7.090248107910156,8.151311874389648,12.823216438293457,7.090248107910156,8.151311874389648,12.823216438293457,0.0,0.0,0.0,0.0
ev_001286,3.4111123085021973,10.86474895477295,5.172301292419434,0.40596792101860046,8.457500457763672,4.639754772186279,3.0051443576812744,2.4072484970092773,0.5325465202331543,5.944938659667969
ev_001287,4.383177280426025,4.770975589752197,6.025806903839111,4.383177280426025,4.770975589752197,6.025806903839111,0.0,0.0,0.0,0.0
ev_001288,1.5095292329788208,0.1949937641620636,12.155522346496582,6.098570346832275,9.490182876586914,6.951083183288574,-4.589041233062744,-9.295188903808594,5.204439163208008,-8.679791450500488
ev_001289,5.58359956741333,1.3054100275039673,8.116497993469238,5.58359956741333,1.3054100275039673,8.116497993469238,0.0,0.0,0.0,0.0
ev_001290,12.034749031066895,2.357292652130127,23.729015350341797,12.034749031066895,2.357292652130127,23.729015350341797,0.0,0.0,0.0,0.0
ev_001291,13.245862007141113,0.8185409903526306,26.087919235229492,1.7541382312774658,0.8185409903526306,26.087919235229492,11.491724014282227,0.0,0.0,11.491722106933594
ev_001292,35.174007415771484,0.16656619310379028,0.13048402965068817,35.174007415771484,0.16656619310379028,0.13048402965068817,0.0,0.0,0.0,0.0
ev_001293,7.225043296813965,6.511224269866943,60.3584098815918,7.774956703186035,5.829382419586182,8.528153419494629,-0.5499134063720703,0.6818418502807617,51.830257415771484,51.962188720703125
ev_001294,0.1797531098127365,0.7309025526046753,3.31441068649292,1.677696943283081,0.7309025526046753,10.917743682861328,-1.4979438781738281,0.0,-7.603332996368408,-9.101277351379395
ev_001295,5.357979774475098,3.5228285789489746,7.868843078613281,4.994587421417236,0.0716780498623848,4.162816047668457,0.36339235305786133,3.451150417327881,3.706027030944824,7.52056884765625
ev_001296,1.4437819719314575,5.455865383148193,27.024194717407227,4.518638610839844,1.979607105255127,2.9758057594299316,-3.074856758117676,3.4762582778930664,24.048389434814453,24.449790954589844
ev_001297,0.18921992182731628,3.2748560905456543,5.878899574279785,0.18921992182731628,3.2748560905456543,5.878899574279785,0.0,0.0,0.0,0.0
ev_001298,2.0731241703033447,3.069786787033081,36.54987716674805,2.436511993408203,1.5448143482208252,32.886268615722656,-0.3633878231048584,1.5249724388122559,3.6636085510253906,4.825191497802734
ev_001299,34.10616683959961,4.487364292144775,3.227867841720581,34.10616683959961,4.487364292144775,3.227867841720581,0.0,0.0,0.0,0.0
ev_001300,3.8080739974975586,3.0198771953582764,9.814414978027344,8.005948066711426,8.161517143249512,21.949398040771484,-4.197874069213867,-5.141639709472656,-12.13498306274414,-21.474496841430664
ev_001301,2.2100844383239746,1.2069470882415771,19.978654861450195,2.2100844383239746,1.2069470882415771,19.978654861450195,0.0,0.0,0.0,0.0
ev_001302,14.2100248336792,1.7564139366149902,29.37830352783203,14.069625854492188,4.866232395172119,14.378303527832031,0.14039897918701172,-3.109818458557129,15.0,12.03057861328125
ev_001303,3.6816635131835938,0.6087639331817627,7.607654571533203,3.541264295578003,2.501054525375366,0.8882105946540833,0.14039921760559082,-1.8922905921936035,6.7194437980651855,4.967552185058594
ev_001304,11.871804237365723,0.28396207094192505,12.979377746582031,4.664150238037109,5.988773345947266,14.79259204864502,7.207653999328613,-5.704811096191406,-1.8132143020629883,-0.31037139892578125
ev_001305,8.178502082824707,2.1961331367492676,9.7500581741333,8.178502082824707,2.1961331367492676,9.7500581741333,0.0,0.0,0.0,0.0
ev_001306,5.083975315093994,3.297482967376709,2.316617250442505,5.083975315093994,3.297482967376709,2.316617250442505,0.0,0.0,0.0,0.0
ev_001307,14.008149147033691,0.2526831030845642,9.898209571838379,1.2002733945846558,1.373589038848877,16.399429321289062,12.807875633239746,-1.120905876159668,-6.501219749450684,5.185750961303711
ev_001308,8.71811294555664,1.30138099193573,37.04942321777344,4.089763164520264,2.4222869873046875,28.550640106201172,4.628349781036377,-1.1209059953689575,8.498783111572266,12.0062255859375
ev_001309,2.055525541305542,5.16555643081665,5.209167003631592,2.055525541305542,5.16555643081665,5.209167003631592,0.0,0.0,0.0,0.0
ev_001310,5.87644624710083,2.2512423992156982,31.565567016601562,7.812132835388184,5.3132853507995605,0.5725939869880676,-1.9356865882873535,-3.0620429515838623,30.99297332763672,25.9952449798584
ev_001311,5.720584392547607,6.918521881103516,119.87177276611328,6.209765911102295,3.0775563716888428,14.382588386535645,-0.4891815185546875,3.840965509414673,105.48918151855469,108.84097290039062
ev_001312,12.21845817565918,4.873227119445801,22.3250732421875,15.653407096862793,5.39571475982666,6.332099914550781,-3.4349489212036133,-0.5224876403808594,15.992973327636719,12.035537719726562
ev_001313,1.5694029331207275,1.0404670238494873,26.02804946899414,1.5694029331207275,1.0404670238494873,26.02804946899414,0.0,0.0,0.0,0.0
ev_001314,2.9935247898101807,7.488515853881836,1.6923576593399048,2.9935247898101807,7.488515853881836,1.6923576593399048,0.0,0.0,0.0,0.0
ev_001315,0.49890702962875366,7.867193698883057,13.572380065917969,3.1911604404449463,2.791712522506714,12.470266342163086,-2.692253351211548,5.075481414794922,1.1021137237548828,3.485340118408203
ev_001316,0.5577638149261475,5.189310550689697,8.878466606140137,2.8771848678588867,4.666822910308838,0.3679628372192383,-2.3194210529327393,0.5224876403808594,8.510503768920898,6.7135701179504395
ev_001317,7.391690731048584,2.174696683883667,7.140570640563965,7.808228492736816,2.174696683883667,13.246110916137695,-0.4165377616882324,0.0,-6.1055402755737305,-6.522077560424805
ev_001318,6.946422576904297,5.136903762817383,5.190655708312988,1.9289358854293823,2.3036680221557617,9.809344291687012,5.017486572265625,2.833235740661621,-4.618688583374023,3.232034683227539
ev_001319,2.9493212699890137,2.1817381381988525,14.779834747314453,2.9493212699890137,2.1817381381988525,14.779834747314453,0.0,0.0,0.0,0.0
ev_001320,3.384408473968506,2.802865982055664,17.495161056518555,3.384408473968506,2.802865982055664,17.495161056518555,0.0,0.0,0.0,0.0
ev_001321,56.6135368347168,2.1006438732147217,61.796749114990234,0.6523388028144836,1.4938626289367676,5.847604751586914,55.96119689941406,0.6067812442779541,55.94914245605469,112.51712036132812
ev_001322,2.118513345718384,7.739782810211182,1.3856693506240845,1.7551255226135254,6.214809894561768,5.991140365600586,0.3633878231048584,1.524972915649414,-4.605471134185791,-2.7171096801757812
ev_001323,2.358323335647583,7.9869890213012695,22.172271728515625,2.7748610973358154,3.0328938961029053,16.06673240661621,-0.4165377616882324,4.954094886779785,6.105539321899414,10.643098831176758
ev_001324,7.017765998840332,3.2880430221557617,34.976409912109375,6.87736701965332,0.1782246232032776,19.976409912109375,0.14039897918701172,3.109818458557129,15.0,18.25021743774414
ev_001325,14.066356658935547,6.072761058807373,3.2425451278686523,14.066356658935547,6.072761058807373,3.2425451278686523,0.0,0.0,0.0,0.0
ev_001326,0.6130684018135071,0.9136694669723511,7.974389553070068,0.6130684018135071,0.9136694669723511,7.974389553070068,0.0,0.0,0.0,0.0
ev_001327,6.657562255859375,0.2018555998802185,41.514404296875,6.657562255859375,0.2018555998802185,41.514404296875,0.0,0.0,0.0,0.0
ev_001328,6.20353889465332,3.088623285293579,38.354942321777344,6.329033851623535,0.6813743114471436,31.40794563293457,-0.12549495697021484,2.4072489738464355,6.946996688842773,9.228748321533203
ev_001329,0.6028506755828857,2.1807949542999268,14.186615943908691,0.6028506755828857,2.1807949542999268,14.186615943908691,0.0,0.0,0.0,0.0
ev_001330,1.792280673980713,0.718818724155426,103.75286102294922,1.792280673980713,0.718818724155426,103.75286102294922,0.0,0.0,0.0,0.0
ev_001331,1.0387741327285767,1.4070498943328857,19.893850326538086,1.0387741327285767,1.4070498943328857,19.893850326538086,0.0,0.0,0.0,0.0
ev_001332,5.307129859924316,0.2673403322696686,4.383849620819092,5.796012878417969,1.4386754035949707,2.3776028156280518,-0.48888301849365234,-1.1713351011276245,2.00624680519104,0.34602832794189453
ev_001333,8.590170860290527,8.028955459594727,21.59981918334961,6.398046970367432,9.149861335754395,10.205599784851074,2.1921238899230957,-1.120905876159668,11.394219398498535,12.465435028076172
ev_001334,12.147350311279297,3.0756325721740723,0.6773127913475037,12.147350311279297,3.0756325721740723,0.6773127913475037,0.0,0.0,0.0,0.0
ev_001335,4.987898826599121,7.213350296020508,41.075252532958984,4.847499847412109,4.103531837463379,26.075252532958984,0.14039897918701172,3.109818458557129,15.0,18.25021743774414
ev_001336,7.208147048950195,5.361001968383789,13.517181396484375,7.208147048950195,5.361001968383789,13.517181396484375,0.0,0.0,0.0,0.0
ev_001337,8.20888614654541,6.16609001159668,3.6102921962738037,8.20888614654541,6.16609001159668,3.6102921962738037,0.0,0.0,0.0,0.0
ev_001338,4.459784984588623,9.370972633361816,25.62128257751465,15.7697172164917,5.029879093170166,24.519168853759766,-11.309932708740234,4.34109354019165,1.1021137237548828,-5.866722106933594
ev_001339,3.008655071258545,3.705648183822632,7.1614670753479,3.008655071258545,3.705648183822632,7.1614670753479,0.0,0.0,0.0,0.0
ev_001340,3.1995625495910645,0.7306064963340759,4.545834064483643,3.339961528778076,0.7306064963340759,2.210103750228882,-0.14039897918701172,0.0,2.3357303142547607,2.195331573486328
ev_001341,10.042261123657227,0.9847927093505859,36.8795280456543,10.042261123657227,0.9847927093505859,36.8795280456543,0.0,0.0,0.0,0.0
ev_001342,0.6870425939559937,3.104130983352661,25.19902229309082,0.8109012246131897,0.11605677008628845,17.59568977355957,-0.12385863065719604,2.98807430267334,7.60333251953125,10.467548370361328
ev_001343,5.283457279205322,0.3947821259498596,5.549002170562744,4.91063928604126,0.005446639843285084,0.5565381646156311,0.3728179931640625,0.3893354833126068,4.992464065551758,5.754617691040039
ev_001344,26.276203155517578,3.084028959274292,38.101768493652344,4.435609340667725,4.351443290710449,32.31282043457031,21.840593338012695,-1.2674143314361572,5.788948059082031,26.362125396728516
ev_001345,5.760715484619141,2.204735279083252,12.9446382522583,5.760715484619141,2.204735279083252,12.9446382522583,0.0,0.0,0.0,0.0
ev_001346,6.36273193359375,4.215236663818359,16.812641143798828,7.7697906494140625,3.511235475540161,13.187359809875488,-1.4070587158203125,0.7040011882781982,3.62528133392334,2.9222240447998047
ev_001347,1.5734999179840088,1.4133201837539673,12.647503852844238,0.07555612921714783,1.4133201837539673,5.04417085647583,1.4979437589645386,0.0,7.603332996368408,9.101276397705078
ev_001348,50.516258239746094,0.25425371527671814,10.817808151245117,50.516258239746094,0.25425371527671814,10.817808151245117,0.0,0.0,0.0,0.0
ev_001349,12.730230331420898,2.9349329471588135,32.986751556396484,4.461893558502197,1.8140270709991455,23.84064483642578,8.26833724975586,1.120905876159668,9.146106719970703,18.535350799560547
ev_001350,0.9159901142120361,1.491395115852356,7.808781623840332,1.4048731327056885,1.491395115852356,1.047329306602478,-0.48888301849365234,0.0,6.7614521980285645,6.27256965637207
ev_001351,1.9454095363616943,2.783212661743164,15.0276460647583,1.9454095363616943,2.783212661743164,15.0276460647583,0.0,0.0,0.0,0.0
ev_001352,89.61408233642578,0.9098606705665588,0.9368835687637329,89.61408233642578,0.9098606705665588,0.9368835687637329,0.0,0.0,0.0,0.0
ev_001353,30.234766006469727,5.206872940063477,32.987239837646484,0.23476512730121613,2.2285993099212646,2.9872395992279053,30.0,2.978273630142212,30.0,62.978275299072266
ev_001354,5.73989200592041,0.9298785924911499,4.941534042358398,6.187361240386963,4.610962390899658,1.1102901697158813,-0.44746923446655273,-3.6810836791992188,3.8312439918518066,-0.29730892181396484
ev_001355,14.954534530639648,5.410730838775635,27.78929901123047,1.0376477241516113,5.410730838775635,12.789298057556152,13.916887283325195,0.0,15.000000953674316,28.916887283325195
ev_001356,0.21978966891765594,2.034723997116089,14.175265312194824,0.21978966891765594,2.034723997116089,14.175265312194824,0.0,0.0,0.0,0.0
ev_001357,10.71276569366455,2.280811309814453,25.849586486816406,0.6014944314956665,2.280811309814453,10.849586486816406,10.111270904541016,0.0,15.0,25.111270904541016
ev_001358,6.587782382965088,6.14656925201416,1.7307850122451782,6.220094203948975,5.0037994384765625,13.269214630126953,0.3676881790161133,1.1427698135375977,-11.538429260253906,-10.027971267700195
ev_001359,32.76325607299805,4.5006561279296875,34.98067092895508,2.763256072998047,2.9348158836364746,4.980670928955078,30.0,1.565840244293213,30.0,61.56584167480469
ev_001360,3.223681688308716,1.745608925819397,15.623854637145996,3.223681688308716,1.745608925819397,15.623854637145996,0.0,0.0,0.0,0.0
ev_001361,9.680257797241211,9.818143844604492,0.5667477250099182,9.191076278686523,1.3408905267715454,30.426225662231445,0.4891815185546875,8.477252960205078,-29.859477996826172,-20.893041610717773
ev_001362,5.536821365356445,1.4153257608413696,6.950583457946777,7.775144577026367,4.305698394775391,6.950583457946777,-2.238323211669922,-2.8903727531433105,0.0,-5.128694534301758
ev_001363,4.517847537994385,0.969017744064331,26.90777587890625,4.517847537994385,0.969017744064331,9.10158920288086,0.0,0.0,17.80618667602539,17.80618667602539
ev_001364,3.7265889644622803,0.5587813258171082,33.46522903442383,3.363201141357422,2.083753824234009,29.801618576049805,0.3633878231048584,-1.5249724388122559,3.6636104583740234,2.502025604248047
ev_001365,3.992394208908081,3.5016043186187744,36.40325164794922,4.935108184814453,0.3917859196662903,6.403250694274902,-0.9427139759063721,3.109818458557129,30.0,32.16710662841797
ev_001366,13.865876197814941,1.5566685199737549,11.870206832885742,13.865876197814941,1.5566685199737549,11.870206832885742,0.0,0.0,0.0,0.0
ev_001367,5.905145168304443,0.6389427781105042,3.980571746826172,3.2546401023864746,2.6487224102020264,2.124969005584717,2.6505050659179688,-2.009779691696167,1.855602741241455,2.496328353881836
ev_001368,2.5916860103607178,0.5275682806968689,1.4006068706512451,2.5916860103607178,0.5275682806968689,1.4006068706512451,0.0,0.0,0.0,0.0
ev_001369,1.8706254959106445,0.9579542279243469,2.9768829345703125,1.5072375535964966,0.9579542279243469,17.976882934570312,0.36338794231414795,0.0,-15.0,-14.636610984802246
ev_001370,7.132155418395996,1.7490123510360718,7.5434956550598145,7.230151176452637,1.7490123510360718,7.5434956550598145,-0.09799575805664062,0.0,0.0,-0.09799575805664062
ev_001371,13.44704532623291,8.59890079498291,4.334303855895996,4.412572860717773,1.9493494033813477,7.568361759185791,9.034472465515137,6.6495513916015625,-3.234057903289795,12.44996452331543
ev_001372,15.460302352905273,3.0804669857025146,20.461158752441406,11.353696823120117,1.1932851076126099,3.6479437351226807,4.106605529785156,1.8871818780899048,16.813215255737305,22.807004928588867
ev_001373,5.598079681396484,6.462038993835449,22.4185791015625,4.605106830596924,4.083251476287842,56.85283660888672,0.9929728507995605,2.3787875175476074,-34.43425750732422,-31.0625
ev_001374,12.288345336914062,4.214064121246338,20.33643913269043,3.2157442569732666,2.1380481719970703,5.33643913269043,9.072601318359375,2.0760159492492676,15.0,26.148616790771484
ev_001375,4.792215824127197,1.0844686031341553,9.00666332244873,4.792215824127197,1.0844686031341553,0.8684214949607849,0.0,0.0,8.1382417678833,8.1382417678833
ev_001376,84.92404174804688,0.6400426626205444,7.11480188369751,84.92404174804688,0.6400426626205444,7.11480188369751,0.0,0.0,0.0,0.0
ev_001377,2.176156520843506,0.831027090549469,1.6836398839950562,2.176156520843506,0.831027090549469,1.6836398839950562,0.0,0.0,0.0,0.0
ev_001378,10.137612342834473,23.987695693969727,31.44790267944336,10.137612342834473,23.987695693969727,31.44790267944336,0.0,0.0,0.0,0.0
ev_001379,4.650052547454834,1.2400809526443481,18.780948638916016,4.509653568267822,4.3498992919921875,7.043224811553955,0.14039897918701172,-3.109818458557129,11.737724304199219,8.768304824829102
ev_001380,0.8883021473884583,5.319180965423584,29.976795196533203,12.702324867248535,5.862213134765625,42.111778259277344,-11.8140230178833,-0.543032169342041,-12.13498306274414,-24.492034912109375
ev_001381,2.761651039123535,3.552347183227539,26.146467208862305,2.761651039123535,3.552347183227539,26.146467208862305,0.0,0.0,0.0,0.0
ev_001382,2.0708682537078857,2.4047608375549316,6.229818820953369,1.581985354423523,2.4047608375549316,0.5316333770751953,0.4888828992843628,0.0,5.698185443878174,6.187068462371826
ev_001383,0.42951592803001404,3.877002716064453,13.507192611694336,0.42951592803001404,3.877002716064453,13.507192611694336,0.0,0.0,0.0,0.0
ev_001384,0.6564611196517944,5.683390140533447,10.116348266601562,1.0198535919189453,2.088883638381958,8.669843673706055,-0.3633924722671509,3.5945065021514893,1.4465045928955078,4.677618980407715
ev_001385,3.791308879852295,1.966300368309021,6.861180305480957,3.791308879852295,1.966300368309021,6.861180305480957,0.0,0.0,0.0,0.0
ev_001386,76.14763641357422,6.469008445739746,6.564073085784912,76.14763641357422,6.469008445739746,6.564073085784912,0.0,0.0,0.0,0.0
ev_001387,15.061480522155762,1.0659334659576416,20.213167190551758,2.643855333328247,5.976106643676758,20.213167190551758,12.417625427246094,-4.910173416137695,0.0,7.507453918457031
ev_001388,2.6845054626464844,1.0638985633850098,39.20829772949219,2.6845054626464844,1.0638985633850098,39.20829772949219,0.0,0.0,0.0,0.0
ev_001389,2.9891974925994873,3.4385671615600586,9.457082748413086,2.9891974925994873,3.4385671615600586,9.457082748413086,0.0,0.0,0.0,0.0
ev_001390,4.3171539306640625,0.1827896386384964,31.6141414642334,2.125030279159546,0.9381163716316223,25.075284957885742,2.1921236515045166,-0.7553267478942871,6.538856506347656,7.975654602050781
ev_001391,0.3119131326675415,6.901448726654053,24.786680221557617,0.1921766996383667,7.423936367034912,9.786680221557617,0.1197364330291748,-0.5224876403808594,15.0,14.597248077392578
ev_001392,14.6846923828125,2.107879877090454,20.371660232543945,14.6846923828125,2.107879877090454,20.371660232543945,0.0,0.0,0.0,0.0
ev_001393,8.706156730651855,3.077683925628662,14.856719017028809,8.706156730651855,3.077683925628662,14.856719017028809,0.0,0.0,0.0,0.0
ev_001394,1.469364881515503,2.434938669204712,9.07178783416748,5.159432411193848,1.4842902421951294,7.9696736335754395,-3.6900675296783447,0.9506484270095825,1.102114200592041,-1.6373043060302734
ev_001395,25.511505126953125,7.9555230140686035,18.26360321044922,4.1167473793029785,0.5200505256652832,5.199289798736572,21.394758224487305,7.43547248840332,13.064313888549805,41.89454650878906
ev_001396,19.682472229003906,1.8102089166641235,16.333778381347656,4.682472229003906,1.8102089166641235,16.333778381347656,15.0,0.0,0.0,15.000001907348633
ev_001397,5.723898410797119,9.025023460388184,1.3409607410430908,6.090124130249023,0.5932714343070984,10.794022560119629,-0.3662257194519043,8.43175220489502,-9.453062057495117,-1.387533187866211
